Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;CouncilArea;Lattitude;Longtitude;Regionname;Propertycount
Airport West;180 Parer Rd;3;h;830000;S;Barry;16/04/2016;135;3042;3;1;2;971;113;1960;Moonee Valley City Council;-377186;144876;Western Metropolitan;3464
Airport West;4/54 Hawker St;2;u;462500;S;Barry;16/07/2016;135;3042;2;1;1;164;;2003;Moonee Valley City Council;-377218;1448863;Western Metropolitan;3464
Airport West;174 Parer Rd;2;h;675000;S;Barry;16/07/2016;135;3042;2;1;1;612;100;1975;Moonee Valley City Council;-377187;1448765;Western Metropolitan;3464
Airport West;138 Victory Rd;3;h;1042000;S;Nelson;16/07/2016;135;3042;3;2;5;612;174;1950;Moonee Valley City Council;-377173;1448796;Western Metropolitan;3464
Airport West;75 King St;3;h;910000;S;McDonald;17/09/2016;135;3042;3;1;1;775;;;Moonee Valley City Council;-377231;1448835;Western Metropolitan;3464
Airport West;6 Kittyhawk St;4;h;773000;S;Brad;17/09/2016;135;3042;5;3;4;531;309;1980;Moonee Valley City Council;-377263;1448679;Western Metropolitan;3464
Airport West;7 McNamara Av;3;h;715000;S;Barry;17/09/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;144 Marshall Rd;3;h;715000;S;Rendina;18/03/2017;135;3042;3;2;2;422;126;1995;Moonee Valley City Council;-377164;1448792;Western Metropolitan;3464
Airport West;106 Parer Rd;3;h;790000;S;Nelson;18/03/2017;135;3042;3;1;3;614;;;Moonee Valley City Council;-377194;1448827;Western Metropolitan;3464
Airport West;10 Hilbert Rd;3;h;685000;S;Barry;22/05/2016;135;3042;3;1;1;579;113;1975;Moonee Valley City Council;-377226;1448733;Western Metropolitan;3464
Airport West;7/42 York St;3;u;445000;S;Brad;22/05/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;110 Halsey Rd;3;h;805000;S;Barry;22/08/2016;135;3042;3;1;1;623;;;Moonee Valley City Council;-377184;144882;Western Metropolitan;3464
Airport West;2/13 North St;2;u;510000;S;Nelson;22/08/2016;135;3042;2;1;1;141;76;;Moonee Valley City Council;-377202;1448797;Western Metropolitan;3464
Airport West;105a Victory Rd;3;h;612000;S;Nelson;22/08/2016;135;3042;3;2;1;212;;;Moonee Valley City Council;-377181;1448824;Western Metropolitan;3464
Airport West;117 Marshall Rd;3;h;662000;S;Brad;23/04/2016;135;3042;3;1;2;612;;;Moonee Valley City Council;-377169;1448815;Western Metropolitan;3464
Airport West;34 Moorna Dr;4;h;978000;S;Nelson;24/09/2016;135;3042;4;3;2;532;;;Moonee Valley City Council;-377263;144869;Western Metropolitan;3464
Airport West;2/137 McNamara Av;3;h;405000;S;Ray;27/06/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;1/46 Bowes Av;3;t;715000;S;Barry;27/11/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;1/34 Elstone Av;3;u;671500;S;McDonald;27/11/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;49 Roberts Rd;4;h;765000;S;Prof.;27/11/2016;135;3042;4;1;2;509;;;Moonee Valley City Council;-377261;1448785;Western Metropolitan;3464
Airport West;85 Roberts Rd;4;h;900000;S;Harcourts;27/11/2016;135;3042;4;2;3;628;146;1975;Moonee Valley City Council;-377256;1448739;Western Metropolitan;3464
Airport West;22a Walters Av;3;u;820000;S;Nelson;28/08/2016;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;48 Bedford St;3;h;872500;S;Nelson;08/04/2017;135;3042;3;1;1;594;;1950;Moonee Valley City Council;-377203;1448757;Western Metropolitan;3464
Airport West;33 Green St;3;h;720000;S;Brad;08/04/2017;135;3042;3;2;2;305;136;2008;Moonee Valley City Council;-377284;1448874;Western Metropolitan;3464
Airport West;10A Laurence Av;3;h;866000;S;Barry;13/05/2017;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;66 Bowes Av;3;h;905000;S;Barry;29/04/2017;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;25 Clydesdale Rd;3;h;985000;S;McDonald;29/04/2017;135;3042;3;1;1;841;;;Moonee Valley City Council;-377251;1448785;Western Metropolitan;3464
Airport West;1/12 Laurence Av;3;t;723000;S;Nelson;29/04/2017;135;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;1/9 Kitson Cr;2;u;593000;S;Nelson;01/07/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;118 Marshall Rd;3;h;640000;S;Nelson;01/07/2017;104;3042;3;1;2;219;10137;1960;Moonee Valley City Council;-3771655;14488155;Western Metropolitan;3464
Airport West;9 South Rd;3;h;961000;S;Nelson;01/07/2017;104;3042;3;1;2;717;;1950;Moonee Valley City Council;-3772274;14488002;Western Metropolitan;3464
Airport West;65 Clydesdale Rd;3;h;845000;S;Barry;03/06/2017;104;3042;3;1;2;589;;;Moonee Valley City Council;-3772207;14487905;Western Metropolitan;3464
Airport West;72 Clydesdale Rd;3;h;1250000;S;Barry;03/06/2017;104;3042;3;1;1;773;;;Moonee Valley City Council;-3772265;1448793;Western Metropolitan;3464
Airport West;28 Creswell Av;3;u;905000;S;Barry;03/06/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;8 Kittyhawk St;4;h;1026000;S;Brad;03/06/2017;104;3042;0;3;2;534;;;Moonee Valley City Council;-3772623;14486773;Western Metropolitan;3464
Airport West;2b Roberts Rd;3;u;850000;S;Barry;03/06/2017;104;3042;3;2;1;307;;;Moonee Valley City Council;-3772649;14488489;Western Metropolitan;3464
Airport West;18A Hart St;3;t;730000;S;Brad;17/06/2017;104;3042;3;1;2;242;124;2010;Moonee Valley City Council;-3772893;14488859;Western Metropolitan;3464
Airport West;44 Laurence Av;4;h;1425000;S;Nelson;24/06/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;4 Myrtle Gr;3;h;905000;S;Jellis;24/06/2017;104;3042;3;1;2;573;;1965;Moonee Valley City Council;-3772908;14488327;Western Metropolitan;3464
Airport West;163 Halsey Rd;2;h;650000;S;Prime;27/05/2017;104;3042;2;1;3;374;96;1950;Moonee Valley City Council;-3771811;14487693;Western Metropolitan;3464
Airport West;127A Parer Rd;3;t;856000;S;Barry;27/05/2017;104;3042;3;2;1;300;212;2011;Moonee Valley City Council;-3771917;14487819;Western Metropolitan;3464
Airport West;3/26 Highridge Cr;3;u;670000;S;Nelson;08/07/2017;104;3042;3;1;2;169;153;2000;Moonee Valley City Council;-3772752;14488358;Western Metropolitan;3464
Airport West;44 Moorna Dr;4;t;950000;S;Barry;12/08/2017;104;3042;4;2;1;255;;;Moonee Valley City Council;-3772572;14486848;Western Metropolitan;3464
Airport West;6/6 Etzel St;2;u;454000;S;Nelson;22/07/2017;104;3042;2;1;1;182;;1985;Moonee Valley City Council;-3772158;1448801;Western Metropolitan;3464
Airport West;3/81 McIntosh St;3;u;635000;S;Nelson;22/07/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;10A Coniston Av;3;t;780000;S;RE;29/07/2017;104;3042;3;2;1;195;192;2005;Moonee Valley City Council;-377325;14488272;Western Metropolitan;3464
Airport West;4/24 Laurence Av;2;t;670000;S;Barry;29/07/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;5/1 Lock St;2;u;421000;S;Walshe;03/09/2017;104;3042;2;1;1;;;1995;Moonee Valley City Council;-3772875;14487927;Western Metropolitan;3464
Airport West;34 Green St;3;h;1000001;S;Nelson;09/09/2017;104;3042;3;2;1;697;163;2017;Moonee Valley City Council;-3772812;14488735;Western Metropolitan;3464
Airport West;78 Hawker St;3;h;1064000;S;Barry;09/09/2017;104;3042;3;1;1;767;;;Moonee Valley City Council;-377218;14488391;Western Metropolitan;3464
Airport West;5/14 Laurence Av;3;u;650000;S;Barry;16/09/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;2/64 McNamara Av;3;t;730000;S;Jellis;19/08/2017;104;3042;3;2;2;;;1995;Moonee Valley City Council;-3772312;14488245;Western Metropolitan;3464
Airport West;3/53 Moore Rd;2;u;590000;S;Barry;19/08/2017;104;3042;2;1;1;;;;Moonee Valley City Council;-377169;14488731;Western Metropolitan;3464
Airport West;33 Bedford St;3;h;860000;S;Harcourts;23/09/2017;104;3042;3;2;2;593;;;Moonee Valley City Council;-3772057;14487558;Western Metropolitan;3464
Airport West;16 Highridge Cr;3;h;850000;S;Brad;23/09/2017;104;3042;3;1;2;551;96;1950;Moonee Valley City Council;-3772739;14488235;Western Metropolitan;3464
Airport West;3/75 Victory Rd;2;u;575000;S;Harcourts;23/09/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;11 Grange Rd;3;h;975500;S;Barry;26/08/2017;104;3042;3;1;1;697;;;Moonee Valley City Council;-3773254;14488321;Western Metropolitan;3464
Airport West;125 Parer Rd;3;h;880000;S;Jellis;26/08/2017;104;3042;3;1;3;626;;;Moonee Valley City Council;-3771919;14487842;Western Metropolitan;3464
Airport West;18 Glenys Av;3;h;790000;S;Raine;07/10/2017;104;3042;3;1;5;536;108;1980;Moonee Valley City Council;-3772285;14487539;Western Metropolitan;3464
Airport West;35 Thomas St;3;h;576000;S;Nelson;07/10/2017;104;3042;3;1;1;;130;2009;Moonee Valley City Council;-3771754;14487704;Western Metropolitan;3464
Airport West;31 Kingsley Rd;3;h;805000;S;Nelson;14/10/2017;104;3042;3;1;2;540;100;1960;Moonee Valley City Council;-3772459;14487406;Western Metropolitan;3464
Airport West;25 Glenys Av;3;h;730000;S;Barry;21/10/2017;104;3042;3;1;1;377;111;1970;Moonee Valley City Council;-3772313;14487527;Western Metropolitan;3464
Airport West;2/82 McIntosh St;2;t;641000;S;Barry;21/10/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;38 North St;3;h;886000;S;Barry;21/10/2017;104;3042;3;2;1;314;;;Moonee Valley City Council;-3771968;14487762;Western Metropolitan;3464
Airport West;108 Victory Rd;3;h;926000;S;Nelson;21/10/2017;104;3042;3;1;2;614;129;1960;Moonee Valley City Council;-3771757;14488228;Western Metropolitan;3464
Airport West;60 Hilbert Rd;3;h;845000;S;Barry;28/10/2017;104;3042;3;3;3;612;30;1970;Moonee Valley City Council;-3772483;14487087;Western Metropolitan;3464
Airport West;130 Victory Rd;3;h;912000;S;Nelson;28/10/2017;104;3042;3;1;3;611;;;Moonee Valley City Council;-3771734;14488022;Western Metropolitan;3464
Airport West;3/54 Hawker St;2;h;495000;S;Barry;18/11/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;19 Hilbert Rd;3;h;807000;S;Meallin;18/11/2017;104;3042;3;1;2;609;;;Moonee Valley City Council;-377227;1448716;Western Metropolitan;3464
Airport West;95A Bowes Av;3;h;786000;S;Barry;25/11/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;32 Grange Rd;2;h;628000;S;Barry;25/11/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;32 Coniston Av;3;h;970000;S;Barry;06/01/2018;104;3042;3;1;2;634;140;1960;Moonee Valley City Council;-3772904;14488259;Western Metropolitan;3464
Airport West;8 Miriam Ct;3;h;1025000;S;Nelson;06/01/2018;104;3042;3;1;1;791;;;Moonee Valley City Council;-3772648;14487571;Western Metropolitan;3464
Airport West;35 Cameron St;3;h;776000;S;Nelson;09/12/2017;104;3042;3;2;2;190;134;2012;Moonee Valley City Council;-3773026;14488652;Western Metropolitan;3464
Airport West;58 Fraser St;4;h;1220000;S;Barry;09/12/2017;104;3042;4;2;5;585;214;1960;Moonee Valley City Council;-3772379;14488391;Western Metropolitan;3464
Airport West;75 Marshall Rd;3;h;943000;S;Nelson;09/12/2017;104;3042;3;1;2;610;;;Moonee Valley City Council;-3771733;14488528;Western Metropolitan;3464
Airport West;3/174 Parer Rd;2;t;590000;S;Nelson;09/12/2017;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;20 Bedford St;3;h;693000;S;Nelson;10/02/2018;104;3042;3;1;1;;;;Moonee Valley City Council;-3772069;14487913;Western Metropolitan;3464
Airport West;8 McNamara Av;3;h;975000;S;Nelson;03/03/2018;104;3042;3;2;1;303;248;2017;Moonee Valley City Council;-3773174;14488086;Western Metropolitan;3464
Airport West;38a North St;3;t;891000;S;Nelson;03/03/2018;104;3042;3;2;2;314;160;2017;Moonee Valley City Council;-3771968;14487756;Western Metropolitan;3464
Airport West;4/9 West Ct;2;t;555000;S;Barry;10/03/2018;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;2/6 Etzel St;2;u;500000;S;Barry;17/02/2018;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Airport West;50 Marshall Rd;4;t;910000;S;Jellis;17/02/2018;104;3042;4;3;2;306;;;Moonee Valley City Council;-377173;14488754;Western Metropolitan;3464
Airport West;155a Parer Rd;2;u;530000;S;Barry;17/03/2018;104;3042;2;1;1;273;80;;Moonee Valley City Council;-3771903;14487558;Western Metropolitan;3464
Airport West;2/123 Parer Rd;2;h;572000;S;Harcourts;24/02/2018;104;3042;;;;;;;Moonee Valley City Council;;;Western Metropolitan;3464
Albanvale;51a President Rd;2;u;415000;SP;Biggin;12/08/2017;14;3021;2;1;1;218;;;Brimbank City Council;-3774839;1447735;Western Metropolitan;1899
Albanvale;10 Elinga Ct;3;h;555000;SP;Sweeney;29/07/2017;14;3021;3;1;3;566;126;1980;Brimbank City Council;-3774306;14476679;Western Metropolitan;1899
Albanvale;28 Oakwood Rd;3;h;526500;S;Ray;24/06/2017;14;3021;3;1;2;529;;;Brimbank City Council;-377438;14477059;Western Metropolitan;1899
Albanvale;33 Robyn Av;4;h;655000;S;Sweeney;15/07/2017;14;3021;4;3;3;531;;;Brimbank City Council;-3774373;14477567;Western Metropolitan;1899
Albanvale;35 Angelique Gr;3;h;506000;S;hockingstuart;19/08/2017;14;3021;3;1;2;544;120;1980;Brimbank City Council;-3774965;14477009;Western Metropolitan;1899
Albanvale;32 Dover St;3;h;502000;S;GL;19/08/2017;14;3021;3;1;2;;115;1975;Brimbank City Council;-3774485;14477612;Western Metropolitan;1899
Albanvale;5 Hedgerow Ct;3;h;565000;S;Bells;23/09/2017;14;3021;3;1;2;619;;;Brimbank City Council;-3774521;14476863;Western Metropolitan;1899
Albanvale;1 Fernhill Ct;4;h;560000;S;Barry;11/11/2017;14;3021;4;1;2;546;149;1978;Brimbank City Council;-37744;1447672;Western Metropolitan;1899
Albert Park;55 Merton St;3;h;2100000;SP;Marshall;23/04/2016;33;3206;2;1;1;120;123;1900;Port Phillip City Council;-378427;1449546;Southern Metropolitan;3280
Albert Park;6 Gray La;3;h;2035000;SP;White;29/04/2017;33;3206;3;1;1;185;;;Port Phillip City Council;-378435;1449538;Southern Metropolitan;3280
Albert Park;31A Barrett St;4;h;2200000;SP;Greg;11/11/2017;3;3206;4;3;;177;;;Port Phillip City Council;-378436;1449494;Southern Metropolitan;3280
Albert Park;105 Kerferd Rd;2;h;1275000;S;hockingstuart;03/09/2016;33;3206;2;1;0;120;82;1900;Port Phillip City Council;-378459;1449555;Southern Metropolitan;3280
Albert Park;85 Richardson St;2;h;1455000;S;Thomson;03/09/2016;33;3206;2;1;0;159;;;Port Phillip City Council;-37845;1449538;Southern Metropolitan;3280
Albert Park;94 Graham St;3;h;1850000;S;Greg;04/03/2017;33;3206;3;2;0;128;133;1890;Port Phillip City Council;-378452;1449488;Southern Metropolitan;3280
Albert Park;396 Montague St;2;h;1436000;S;RT;04/03/2017;33;3206;2;1;0;130;81;1900;Port Phillip City Council;-378431;1449565;Southern Metropolitan;3280
Albert Park;75 Graham St;2;h;1110000;S;Marshall;06/08/2016;33;3206;1;1;0;147;;1900;Port Phillip City Council;-378444;1449484;Southern Metropolitan;3280
Albert Park;54 Brooke St;2;h;1550000;S;Sotheby's;07/05/2016;33;3206;2;1;1;167;;;Port Phillip City Council;-378405;1449521;Southern Metropolitan;3280
Albert Park;104 Richardson St;4;h;2300000;S;Marshall;07/05/2016;33;3206;4;2;1;153;180;1880;Port Phillip City Council;-378447;1449523;Southern Metropolitan;3280
Albert Park;114 Victoria Av;3;h;2485000;S;Cayzer;08/10/2016;33;3206;;;;;;;Port Phillip City Council;;;Southern Metropolitan;3280
Albert Park;29 Faussett St;2;h;2120000;S;Greg;10/09/2016;33;3206;2;1;1;199;107;1900;Port Phillip City Council;-378422;1449554;Southern Metropolitan;3280
Albert Park;24 Kerferd Pl;3;h;1800000;S;Marshall;10/09/2016;33;3206;3;2;1;90;122;1900;Port Phillip City Council;-378421;1449571;Southern Metropolitan;3280
Albert Park;2 Dundas Pl;3;h;2615000;S;Cayzer;10/12/2016;33;3206;3;2;1;177;181;1880;Port Phillip City Council;-378415;1449585;Southern Metropolitan;3280
Albert Park;23 Finlay St;5;h;2100000;S;Greg;10/12/2016;33;3206;5;2;1;237;;;Port Phillip City Council;-378436;1449557;Southern Metropolitan;3280
Albert Park;31 Richardson St;3;h;1300000;S;hockingstuart;10/12/2016;33;3206;3;1;0;129;;;Port Phillip City Council;-378422;144949;Southern Metropolitan;3280
Albert Park;4a Gatehouse La;3;h;1370000;S;Greg;12/06/2016;33;3206;3;2;2;0;85;2000;Port Phillip City Council;-378451;1449511;Southern Metropolitan;3280
Albert Park;60 Brooke St;2;h;1000000;S;Cayzer;12/11/2016;33;3206;2;1;0;288;;;Port Phillip City Council;-378407;1449523;Southern Metropolitan;3280
Albert Park;70 Barrett St;3;h;2575000;S;Greg;15/10/2016;33;3206;3;2;1;228;;;Port Phillip City Council;-378445;1449501;Southern Metropolitan;3280
Albert Park;65 Graham St;2;h;1322500;S;Greg;15/10/2016;33;3206;2;1;0;149;98;1890;Port Phillip City Council;-378443;1449481;Southern Metropolitan;3280
Albert Park;364 Montague St;2;h;1562500;S;Greg;15/10/2016;33;3206;2;1;0;141;83;1890;Port Phillip City Council;-378424;1449562;Southern Metropolitan;3280
Albert Park;129 Kerferd Rd;3;h;1900000;S;Greg;18/03/2017;33;3206;3;1;0;209;;1900;Port Phillip City Council;-378468;1449546;Southern Metropolitan;3280
Albert Park;97 Page St;3;h;3010000;S;Greg;18/03/2017;33;3206;3;2;0;147;146;1890;Port Phillip City Council;-378473;1449551;Southern Metropolitan;3280
Albert Park;10/140 Kerferd Rd;2;u;647000;S;Greg;22/05/2016;33;3206;2;1;1;0;;;Port Phillip City Council;-37846;1449542;Southern Metropolitan;3280
Albert Park;13/52 Moubray St;1;u;442500;S;Marshall;25/02/2017;33;3206;1;1;0;0;34;1970;Port Phillip City Council;-378421;1449517;Southern Metropolitan;3280
Albert Park;115 Page St;4;h;4735000;S;Marshall;25/02/2017;33;3206;4;2;1;330;207;1910;Port Phillip City Council;-378477;1449558;Southern Metropolitan;3280
Albert Park;32 Page St;2;h;1340000;S;Greg;25/02/2017;33;3206;2;1;0;136;;;Port Phillip City Council;-37846;1449517;Southern Metropolitan;3280
Albert Park;34 Richardson St;3;h;1801000;S;hockingstuart;25/02/2017;33;3206;3;1;1;202;;;Port Phillip City Council;-378429;1449493;Southern Metropolitan;3280
Albert Park;2b Dundas Pl;3;h;1532000;S;Chisholm;26/07/2016;33;3206;3;3;1;0;;;Port Phillip City Council;-378415;1449585;Southern Metropolitan;3280
Albert Park;22 Greig St;3;h;3755000;S;Greg;26/07/2016;33;3206;3;2;2;325;;;Port Phillip City Council;-378413;14495;Southern Metropolitan;3280
Albert Park;27 Barrett St;4;h;2140000;S;Greg;27/06/2016;33;3206;3;2;1;183;145;1880;Port Phillip City Council;-378434;1449495;Southern Metropolitan;3280
Albert Park;44 Greig St;2;h;1750000;S;Marshall;27/11/2016;33;3206;2;1;1;162;;;Port Phillip City Council;-378416;1449488;Southern Metropolitan;3280
Albert Park;6 Brooke St;2;h;980000;S;Greg;28/05/2016;33;3206;2;1;0;79;68;1890;Port Phillip City Council;-378387;1449519;Southern Metropolitan;3280
Albert Park;227a Danks St;3;h;2030000;S;hockingstuart;28/08/2016;33;3206;3;2;0;152;;;Port Phillip City Council;-378488;1449551;Southern Metropolitan;3280
Albert Park;9 Durham St;1;h;985000;S;Marshall;30/07/2016;33;3206;1;1;0;81;54;1900;Port Phillip City Council;-378411;1449497;Southern Metropolitan;3280
Albert Park;102 Graham St;3;h;2155000;S;RT;08/04/2017;33;3206;3;2;0;130;;;Port Phillip City Council;-378453;144949;Southern Metropolitan;3280
Albert Park;75 Richardson St;2;h;2810000;S;Greg;08/04/2017;33;3206;2;1;1;263;;;Port Phillip City Council;-378441;1449522;Southern Metropolitan;3280
Albert Park;21 Finlay St;2;h;2130000;S;Marshall;13/05/2017;33;3206;2;1;1;236;;;Port Phillip City Council;-378436;1449558;Southern Metropolitan;3280
Albert Park;28 Hambleton St;4;h;2950000;S;Greg;20/05/2017;33;3206;4;1;0;306;;;Port Phillip City Council;-378459;1449574;Southern Metropolitan;3280
Albert Park;91 Page St;3;h;2150000;S;Marshall;20/05/2017;33;3206;3;1;1;163;85;1890;Port Phillip City Council;-378473;144955;Southern Metropolitan;3280
Albert Park;2A Mills St;2;t;1500000;S;Marshall;29/04/2017;33;3206;2;1;1;115;;;Port Phillip City Council;-378441;1449598;Southern Metropolitan;3280
Albert Park;46 Withers St;2;h;1190000;S;RT;29/04/2017;33;3206;2;1;0;111;70;1915;Port Phillip City Council;-378445;1449489;Southern Metropolitan;3280
Albert Park;126 Mills St;2;h;1535000;S;Greg;01/07/2017;3;3206;2;1;0;171;;1900;Port Phillip City Council;-378481;1449566;Southern Metropolitan;3280
Albert Park;2 Boyd St;2;h;2905000;S;RT;03/06/2017;3;3206;2;1;1;254;;;Port Phillip City Council;-3784583;14495658;Southern Metropolitan;3280
Albert Park;172 Danks St;2;h;1380000;S;Abercromby's;03/06/2017;3;3206;2;1;1;164;;;Port Phillip City Council;-3784763;14495175;Southern Metropolitan;3280
Albert Park;48 Kerferd Rd;3;h;2120000;S;Cayzer;03/06/2017;3;3206;3;1;2;225;;;Port Phillip City Council;-3784396;14495659;Southern Metropolitan;3280
Albert Park;28 Moubray St;2;h;2015000;S;Marshall;03/06/2017;3;3206;2;1;2;178;;;Port Phillip City Council;-3784098;14495115;Southern Metropolitan;3280
Albert Park;118 Victoria Av;2;h;1515000;S;Marshall;24/06/2017;3;3206;;;;;;;Port Phillip City Council;;;Southern Metropolitan;3280
